Here are the requested CSV tables:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"CBA Bankshares,"Inc."","Americus","2019","James R. Buchanan,"Jr."","Common Stock","21740","6.41%"
"CBA Bankshares,"Inc."","Cordele","2019","Jennifer P. Buford","Common Stock","39254","11.56%"
"CBA Bankshares,"Inc."","Atlanta","2019","Ben F. Easterlin,"IV"","Common Stock","76600","22.57%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"CBA Bankshares,"Inc."","Director","Jefferson C. Alexander","President","Georgia Forest Products,"Inc."","2019"
"CBA Bankshares,"Inc."","Director","Jefferson C. Alexander","President","Sumter Trucking Co.","2019"
"CBA Bankshares,"Inc."","Director","James R. Buchanan,"Jr."","Vice President","Buchanan Farms,"Inc."","2019"
"CBA Bankshares,"Inc."","Director","James R. Buchanan,"Jr."","Secretary & Treasurer","Buchanan Farms,"Inc."","2019"
"CBA Bankshares,"Inc."","Director","Ben F. Easterlin IV","n/a","n/a","2019"
"CBA Bankshares,"Inc."","n/a","Tommye B. Easterlin","n/a","n/a","2019"
"CBA Bankshares,"Inc."","Director and Chairman","M. Ronald Greer","Owner","Americus Realty,"Inc."","2019"
"CBA Bankshares,"Inc."","Director","J. Wade Halstead","n/a","n/a","2019"
"CBA Bankshares,"Inc."","Director and Secretary","Robert Joseph Hooks","n/a","Hooks Brothers Farm,"LLC"","2019"
"CBA Bankshares,"Inc."","n/a","George M. Peagler,"Jr."","n/a","n/a","2019"
"CBA Bankshares,"Inc."","n/a","David P. Perry","Vice-President","Perry Bros. Oil Co.,"Inc."","2019"
"CBA Bankshares,"Inc."","n/a","David P. Perry","President","Perry Bros. Logistics","2019"
"CBA Bankshares,"Inc."","n/a","David P. Perry","Managing Member","Perry Bros. Aviation Fuels. LLC","2019"
"CBA Bankshares,"Inc."","n/a","David P. Perry","Vice President","Five Points Services,"Inc."","2019"
"CBA Bankshares,"Inc."","n/a","David P. Perry","President","Dozers.com LLC","2019"
"CBA Bankshares,"Inc."","Director","William S. Perry,"Jr."","President","Perry Bros. Oil Co.,"Inc."","2019"
"CBA Bankshares,"Inc."","Director","William S. Perry,"Jr."","Vice President","Perry Bros. Logistics","2019"
"CBA Bankshares,"Inc."","Director","William S. Perry,"Jr."","Managing Member","Perry Bros. Aviation Fuels. LLC","2019"
"CBA Bankshares,"Inc."","Director","William S. Perry,"Jr."","President","Five Points Services,"Inc."","2019"
"CBA Bankshares,"Inc."","Director","William S. Perry,"Jr."","Managing Member","Dozers.com LLC","2019"
"CBA Bankshares,"Inc."","n/a","Jennifer P. Buford","n/a","n/a","2019"
"CBA Bankshares,"Inc."","Director","Louis A. Riccardi","President","Louis A. Riccardi DDS PC","2019"
"CBA Bankshares,"Inc."","Director","Russell Thomas,"Jr."","President","Thomas Farms,"Inc."","2019"
"CBA Bankshares,"Inc."","Director","William M. Easterlin III","General Manager","Easterlin Pecan Co.","2019"
"CBA Bankshares,"Inc."","Director and President","Richard A. Whaley","Board Chairman","Federal Home Loan Bank of Atlanta","2019"
"CBA Bankshares,"Inc."","Director and President","Richard A. Whaley","Board Chairman","Magnolia Packing","2019"
```
