```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"MidCountry Financial Corp.","Knoxville,"TN"","2017","BF3,"LP"","n/a","100000","n/a","3839902"
"MidCountry Financial Corp.","Knoxville,"TN"","2017","James L. Clayton","n/a","1049393","12.50%","3839902"
"MidCountry Financial Corp.","Stamford,"CT"","2017","Coliseum Capital Partners,"LP"","n/a","312758","5.32%","3839902"
"MidCountry Financial Corp.","Atlanta,"GA"","2017","SunTrust Bank Trustee,"Georgia Pine Level Foundation","I"","n/a","117118","n/a","3839902"
"MidCountry Financial Corp.","Macon,"GA"","2017","Robert F. Hatcher","n/a","344288","n/a","3839902"
"MidCountry Financial Corp.","Macon,"GA"","2017","Georgia W. Hatcher","n/a","15000","n/a","3839902"
"MidCountry Financial Corp.","Macon,"GA"","2017","Robert F. Hatcher Trust UWO Josephine Stetson Hatcher","n/a","17727","n/a","3839902"
"MidCountry Financial Corp.","Macon,"GA"","2017","SunTrust Bank Trustee Robert F. Hatcher IRA dated July","n/a","85484","n/a","3839902"
"MidCountry Financial Corp.","Atlanta,"GA"","2017","H2 Company,"LLC"","n/a","25000","6.62%","3839902"
"MidCountry Financial Corp.","Las Vegas,"NV"","2017","The William Donald Sullivan Revocable Trust ""A""","n/a","29412","n/a","3839902"
"MidCountry Financial Corp.","Kansas City,"MO"","2017","Wm. D. Sullivan Family Investment Group,"LLC"","n/a","909","n/a","3839902"
"MidCountry Financial Corp.","Las Vegas,"NV"","2017","SFMC Holding,"LLC"","n/a","882353","6.70%","3839902"
"MidCountry Financial Corp.","Montgomery,"AL"","2017","Alfa Mutual Insurance Company","n/a","3810147","36.92%","3839902"
"MidCountry Financial Corp.","Montgomery,"AL"","2017","Alfa Mutual Fire Insurance Company","n/a","2051615","21.29%","3839902"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"MidCountry Financial Corp.","Lead Independent Director","Richard W. Carpenter","Director","Columbia Property Trust,"Inc."","2017","Retired","n/a"
"MidCountry Financial Corp.","Director","C. Lee Ellis","n/a","n/a","2017","Retired","n/a"
"MidCountry Financial Corp.","Chairman of the Board and Vice President of Strategic and Capital Planning","Robert F. Hatcher","Chairman of the Board","Pioneer Financial Services,"Inc."","2017","n/a","n/a"
"MidCountry Financial Corp.","Chairman of the Board and Vice President of Strategic and Capital Planning","Robert F. Hatcher","Managing Member","H2 Transportation LLC","2017","n/a","n/a"
"MidCountry Financial Corp.","Chairman of the Board and Vice President of Strategic and Capital Planning","Robert F. Hatcher","Owner/Member","H2 Company","2017","n/a","n/a"
"MidCountry Financial Corp.","President and CEO,"Nanomist"","Robert F. Hatcher,"Jr."","n/a","Hatcher Investments,"Ltd"","2017","n/a","n/a"
"MidCountry Financial Corp.","President and CEO,"Nanomist"","Robert F. Hatcher,"Jr."","n/a","H2 Capital,"Inc."","2017","n/a","n/a"
"MidCountry Financial Corp.","Senior Vice President,"Investments"","John D. Hemmings","Senior Vice President,"Investments"","Alfa Mutual Insurance Co.","2017","n/a","n/a"
"MidCountry Financial Corp.","Director","Sherry A. Kellett","Director","Harry D. Kellett,"Inc."","2017","Retired","n/a"
"MidCountry Financial Corp.","Director","Sherry A. Kellett","Member","Horsefork LLC","2017","Retired","n/a"
"MidCountry Financial Corp.","Partner,"Safe Harbor Consulting"","James R. Lientz","Director","Invesco Mortgage Capital,"Inc."","2017","Partner,"Safe Harbor Consulting"","n/a"
"MidCountry Financial Corp.","Partner,"Safe Harbor Consulting"","James R. Lientz","Director","Georgia Banking Company","2017","Partner,"Safe Harbor Consulting"","n/a"
"MidCountry Financial Corp.","Partner,"Safe Harbor Consulting"","James R. Lientz","Director","Diversified Trust Company","2017","Partner,"Safe Harbor Consulting"","n/a"
"MidCountry Financial Corp.","Senior Vice President and Chief Information Officer","Michael W. Rowell","President","Enterprise Technologies LLC","2017","n/a","n/a"
"MidCountry Financial Corp.","Executive Vice President,"Operations"","Stephen G. Rutledge","n/a","n/a","2017","n/a","n/a"
"MidCountry Financial Corp.","Director,"President and CEO"","Timothy L. Stanley","n/a","n/a","2017","N/A","n/a"
"MidCountry Financial Corp.","Assistant Vice President","Kevin S. Wilder","Assistant Vice President Investment Manager","Clayton HC,"Inc."","2017","Director","n/a"
"MidCountry Financial Corp.","President and CEO","Timothy W. Williams","Partner","Evergreen Services,"LLC"","2017","Director","n/a"
"MidCountry Financial Corp.","President and CEO","Timothy W. Williams","Partner","FAST,"LLC"","2017","Director","n/a"
"MidCountry Financial Corp.","President and CEO","Timothy W. Williams","Owner","TJR,"LLC"","2017","Director","n/a"
"MidCountry Financial Corp.","President and CEO","Timothy W. Williams","Owner","CRW","2017","Director","n/a"
"MidCountry Financial Corp.","Executive Vice President,"Secretary","and General Counsel"","Alison N. LaBruyere","n/a","n/a","2017","N/A","n/a"
"MidCountry Financial Corp.","Executive Vice President,"Chief Risk Officer","and Corporate Compliance Officer"","Sandra E. Laughlin","n/a","n/a","2017","N/A","n/a"
"MidCountry Financial Corp.","President and CEO","Steven W. Meads","n/a","n/a","2017","N/A","n/a"
```
