```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"The Charles Schwab Corporation","Malvern,"PA"","2023","The Vanguard Group,"Inc."","Common Stock","119918442","6.77%","n/a"
"The Charles Schwab Corporation","Toronto,"Ontario"","2023","The Toronto-Dominion Bank","Common Stock","175703653","9.9%","n/a"
"The Charles Schwab Corporation","Westlake,"TX"","2023","Charles R. Schwab","Common Stock","106534238","6.0%","n/a"
"The Charles Schwab Corporation","Westlake,"TX"","2023","Charles R. Schwab","Options on Common Stock","1353550","0.1%","n/a"
"The Charles Schwab Corporation","New York,"NY"","2023","BlackRock,"Inc."","Common Stock","96697577","5.5%","n/a"
"The Charles Schwab Corporation","San Francisco,"CA"","2023","Carolyn S. Pomerantz","Common Stock","2331030","0.13%","n/a"
"The Charles Schwab Corporation","Westlake,"TX"","2023","Helen O. Schwab","Common Stock","7372842","0.42%","n/a"
"The Charles Schwab Corporation","San Francisco,"CA"","2023","Gary Pomerantz","Common Stock","588657","0.03%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","Percentage of Voting Shares","RSSD_ID","Percentage of Voting Shares in Subsidiaries"
"The Charles Schwab Corporation","Director and Co-Chairman of the Board","Charles R. Schwab","n/a","n/a","2023","n/a","6.8%","n/a","n/a"
"The Charles Schwab Corporation","Director,"Co-Chairman of the Board and Chief Executive Officer"","Walter W. Bettinger II","Trustee","The Charles Schwab Family of Funds","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Director,"Co-Chairman of the Board and Chief Executive Officer"","Walter W. Bettinger II","Trustee","Schwab Investments","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Director,"Co-Chairman of the Board and Chief Executive Officer"","Walter W. Bettinger II","Trustee","Schwab Capital Trust","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Director,"Co-Chairman of the Board and Chief Executive Officer"","Walter W. Bettinger II","Trustee","Schwab Annuity Portfolios","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Director,"Co-Chairman of the Board and Chief Executive Officer"","Walter W. Bettinger II","Trustee","Laudus Trust","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Director,"Co-Chairman of the Board and Chief Executive Officer"","Walter W. Bettinger II","Trustee","Schwab Strategic Trust","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Director,"Co-Chairman of the Board and Chief Executive Officer"","Walter W. Bettinger II","Trustee","The Walt & Teri Bettinger Foundation","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Director","John K. Adams,"Jr."","n/a","n/a","2023","Retired","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Marianne C. Brown","Director","Akamai Technologies,"Inc."","2023","Retired","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Marianne C. Brown","Director","International Business Machines Corp. (IBM)","2023","Retired","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Marianne C. Brown","Director","Northrop Grumman Corporation","2023","Retired","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Joan T. Dea","Director","Cineplex,"Inc."","2023","Founder and Managing Director (Beckwith Investments LLC)","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Joan T. Dea","Chair and Director","LEAP Social Ventures","2023","Founder and Managing Director (Beckwith Investments LLC)","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Joan T. Dea","Chair and Director","LEAP: Pecaut Center for Social Impact","2023","Founder and Managing Director (Beckwith Investments LLC)","*","n/a","n/a"
