Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year
First Jackson Bank,Chairman/Pres Director,Jimmy D. Blevins,President Director Chairman,n/a,2015
First Jackson Bank,Director,Shelby Carr,Director,Carr Farm-100%,2015
First Jackson Bank,Director,Billy Duck,Director,n/a,2015
First Jackson Bank,None,James S. McGinty,Director Emeritus,"Dawson,McGinty & Parker - owned by retirement trust""""",2015
First Jackson Bank,Director/Vice Chairman,Jim Myers,Director/Vice Chairman,JimStan-50%,2015
First Jackson Bank,Director/Secretary,Pam M. Parker,Director/Secretary,"Dawson,McGinty & Parker-owned by retirement trust""""",2015
First Jackson Bank,None,"J. D. Shrader,Jr.""""",Director Emeritus,n/a,2015
First Jackson Bank,None,Charles R. Holder,Principal Securities Holder,n/a,2015
First Jackson Bank,None,Jeremy Washburn,Vice President/CEO,n/a,2015
"1st Jackson Bancshares,Inc.""""",Chairman/Pres Director,Jimmy D. Blevins,President Director Chairman,n/a,2016
"1st Jackson Bancshares,Inc.""""",Director,Shelby Carr,Director,Owner-Carr Farm,2016
"1st Jackson Bancshares,Inc.""""",Director,Billy Duck,Director,n/a,2016
"1st Jackson Bancshares,Inc.""""",None,James S. McGinty,None,"Attorney with Dawson,McGinty & Parker firm""""",2016
"1st Jackson Bancshares,Inc.""""",Director/Secretary,Pam M. Parker,Director/Secretary,"Attorney with Dawson,McGinty & Parker firm""""",2016
"1st Jackson Bancshares,Inc.""""",None,"J. D. Shrader,Jr.""""",None,n/a,2016
"1st Jackson Bancshares,Inc.""""",None,Charles R. Holder,None,n/a,2016
"1st Jackson Bancshares,Inc.""""",None,Jeremy Washburn,None,n/a,2016
"1st Jackson Bancshares,Inc.""""",Chairman/Pres Director,Jimmy D. Blevins,President/CEO Director Chairman,n/a,2017
"1st Jackson Bancshares,Inc.""""",Director,Shelby Carr,Director,Carr Farm,2017
"1st Jackson Bancshares,Inc.""""",Director,Billy Duck,Director,n/a,2017
"1st Jackson Bancshares,Inc.""""",n/a,James S. McGinty,n/a,"Dawson,McGinty & Parker - owned by retirement trust""""",2017
"1st Jackson Bancshares,Inc.""""",Director/Vice Chairman,Jim Myers,Director/Vice Chairman,JimStan,2017
"1st Jackson Bancshares,Inc.""""",Director/Secretary,Pam M. Parker,Director/Secretary,"Dawson,McGinty & Parker-owned by retirement trust""""",2017
"1st Jackson Bancshares,Inc.""""",n/a,"J. D. Shrader,Jr.""""",Director Emeritus,n/a,2017
"1st Jackson Bancshares,Inc.""""",n/a,Charles R. Holder,Principal Securities Holder,n/a,2017
"1st Jackson Bancshares,Inc.""""",n/a,Jeremy Washburn,Vice President/ CEO,n/a,2017
"1st Jackson Bancshares,Inc.""""",Chairman/Pres Director,Jimmy D. Blevins,President Director Chairman,n/a,2018
"1st Jackson Bancshares,Inc.""""",Director,Shelby Carr,Director,Carr Farm-100%,2018
"1st Jackson Bancshares,Inc.""""",Director,Billy Duck,Director,n/a,2018
"1st Jackson Bancshares,Inc.""""",None,James S. McGinty,None,"Dawson,McGinty & Parker - owned by retirement trust""""",2018
"1st Jackson Bancshares,Inc.""""",Director/Vice Chairman,Jim Myers,Director/Vice Chairman,JimStan-50%,2018
"1st Jackson Bancshares,Inc.""""",Director/ Secretary,Pam M. Parker,Director/ Secretary,"Dawson,McGinty & Parker-owned by retirement trust""""",2018
"1st Jackson Bancshares,Inc.""""",None,"J. D. Shrader,Jr.""""",Director Emeritus,n/a,2018
"1st Jackson Bancshares,Inc.""""",None,Charles R. Holder,None,n/a,2018
"1st Jackson Bancshares,Inc.""""",None,Jeremy Washburn,Vice President/CEO,n/a,2018
"1st Jackson Bancshares,Inc.""""",Chairman,Jimmy D. Blevins,President,None,2019
"1st Jackson Bancshares,Inc.""""",Director,Shelby Carr,Director,Owner-Carr Farm,2019
"1st Jackson Bancshares,Inc.""""",Director,Billy Duck,Director,None,2019
"1st Jackson Bancshares,Inc.""""",Director/ Vice Chairman,Jim Myers,Director/ Vice Chairman,Partner JimStan,2019
"1st Jackson Bancshares,Inc.""""",Director/ Secretary,Pam M. Parker,Director/ Secretary,"Attorney with Dawson,McGinty & Parker firm""""",2019
"1st Jackson Bancshares,Inc.""""",None,"J. D. Shrader,Jr.""""",Director Emeritus,None,2019
"1st Jackson Bancshares,Inc.""""",None,Charles R. Holder,None,None,2019
"1st Jackson Bancshares,Inc.""""",None,Jami McGinty Kennedy,None,None,2019
"1st Jackson Bancshares,Inc.""""",None,Dawn Sparks,None,None,2019
"1st Jackson Bancshares,Inc.""""",None,Jeremy Washburn,Vice President/ CEO,None,2019
"1st Jackson Bancshares,Inc.""""",Chairman/President Director,Jimmy D. Blevins,President Director Chairman,n/a,2020
"1st Jackson Bancshares,Inc.""""",Director,Shelby Carr,Director,Carr Farm-100%,2020
"1st Jackson Bancshares,Inc.""""",Director,Billy Duck,Director,n/a,2020
"1st Jackson Bancshares,Inc.""""",Director/ Vice Chairman,Jim Myers,Director/ Vice Chairman,JimStan; Food Star,2020
"1st Jackson Bancshares,Inc.""""",Director/ Secretary,Pam M. Parker,Director/ Secretary,"Dawson,McGinty & Parker-owned by retirement trust""""",2020
"1st Jackson Bancshares,Inc.""""",None,"J. D. Shrader,Jr.""""",Director Emeritus,n/a,2020
"1st Jackson Bancshares,Inc.""""",None,Charles R. Holder,None,n/a,2020
"1st Jackson Bancshares,Inc.""""",None,Jami McGinty Kennedy,None,n/a,2020
"1st Jackson Bancshares,Inc.""""",None,Dawn Sparks,None,n/a,2020
"1st Jackson Bancshares,Inc.""""",None,J. Sherman Barnett,Interim CEO & Exec. Vice President,n/a,2020
"1st Jackson Bancshares,Inc.""""",Chairman/Pres Director,Jimmy D. Blevins,President Director Chairman,n/a,2021
"1st Jackson Bancshares,Inc.""""",Director,Shelby Carr,Director,Owner-Carr Farm,2021
"1st Jackson Bancshares,Inc.""""",Director,Billy Duck,Director,n/a,2021
"1st Jackson Bancshares,Inc.""""",Director/ Vice Chairman,Jim Myers,Director/ Vice Chairman,Partner JimStan Owner - Food Star,2021
"1st Jackson Bancshares,Inc.""""",Director/ Secretary,Pam M. Parker,Director/ Secretary,"Attorney with Dawson,McGinty & Parker firm""""",2021
"1st Jackson Bancshares,Inc.""""",None,"J. D. Shrader,Jr.""""",Director Emeritus,None,2021
"1st Jackson Bancshares,Inc.""""",None,Charles R. Holder,Principal Securities Holder,None,2021
"1st Jackson Bancshares,Inc.""""",None,Jami McGinty Kennedy,None,None,2021
"1st Jackson Bancshares,Inc.""""",None,Dawn Sparks,None,None,2021
"1st Jackson Bancshares,Inc.""""",None,William Todd Chapman,CEO & Exec. Vice President,None,2021
